Number,ID,No_Name,PRE_POST,SEMESTER,YEAR,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_COMPLETE,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_USF,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,CF_Total,CF_Mean,PRE_GR_Total,PRE_GR_Mean,PRE_TR_Total,PRE_TR_Mean,PRE_AR_Total,PRE_AR_Mean,PRE_PR_Total,PRE_PR_Mean,PRE_ES_Total,PRE_ES_Mean,PRE_PC_Total,PRE_PC_Mean,PRE_SP_Total,PRE_SP_Mean,PRE_AV_Total,PRE_AV_Mean,PRE_ER_Total,PRE_ER_Mean,PRE_UD_Total,PRE_UD_Mean,PRE_Compete_total_percent,PrimaryLast2
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/3/15 17:15,2/3/15 17:39,1,1,2,999,999,999,999,999,999,999,4,1,1,2,1,1,3,1,4,1,1,2,1,3,1,4,2,1,1,1,1,2,1,2,1,4,3,1,4,5,1,2,1,1,1,3,2,1,1,4,1,1,2,1,4,1,3,1,2,3,1,2,4,1,3,2,1,1,2,1,3,4,1,1,1,2,1,2,2,1,2,1,1,1,5,1,2,3,1,1,2,1,3,3,1,3,3,4,5,3,1,1,1,3,2,2,3,2,3,2,3,3,1,4,999,999,1,3,3,0,1,0,0,1,1,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,10,47,2.043478261,3,0.6,1,0.333333333,7,0.333333333,6,0.5,2,0.5,1,0.2,3,0.428571429,0,0,1,0.25,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/22/15 11:36,1/22/15 11:50,1,1,8,999,999,999,999,999,999,999,4,1,2,2,1,2,3,1,3,4,1,3,1,3,1,3,2,1,3,3,1,3,1,2,1,2,4,1,2,1,1,999,1,3,1,1,1,1,1,3,1,1,3,1,3,1,3,1,3,3,1,1,3,1,2,1,1,2,3,1,2,2,1,3,1,2,1,1,2,1,2,2,1,1,3,1,2,3,1,2,3,1,2,2,1,2,3,5,5,2,1,3,2,3,3,2,3,2,3,2,3,2,2,3,999,999,4,1,3,0,1,1,0,1,0,0,999,1,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,1,0,999,2,1,0,0,1,0,0,0,999,0,0,999,1,999,1,999,0,1,999,999,999,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,10,999,2.045454545,3,0.6,0,0,7,0.333333333,5,0.416666667,3,0.75,1,0.2,1,0.142857143,1,0.2,1,0.25,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/29/16 9:48,1/29/16 10:14,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,1,2,1,4,4,1,4,1,2,1,1,3,1,1,3,1,1,1,3,1,1,2,1,1,3,1,1,1,2,1,1,2,1,1,3,1,1,999,0,999,1,2,1,1,3,1,1,3,1,1,2,1,1,3,1,1,2,1,1,1,4,1,4,1,1,4,3,1,2,4,1,2,2,1,4,2,1,4,2,1,4,3,5,5,3,2,3,1,3,2,1,4,1,4,1,4,999,1,4,1,4,2,3,3,1,1,0,0,0,0,0,999,3,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,1,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,10,46,2,0,0,1,0.333333333,10,0.476190476,3,0.25,1,0.25,4,0.8,2,0.285714286,3,0.6,2,0.5,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/24/16 10:16,1/24/16 10:50,1,1,16,999,999,999,999,999,999,999,999,0,999,5,1,3,3,1,1,3,1,2,1,4,1,2,3,1,1,2,1,2,1,2,1,4,3,1,4,3,1,1,1,2,1,3,4,1,2,2,1,2,999,0,999,1,3,1,2,3,1,1,2,1,2,2,1,2,2,1,3,2,1,3,1,2,1,1,3,1,1,2,1,1,3,1,1,3,1,2,2,1,2,3,1,2,4,1,5,0,0,999,999,4,999,3,2,4,1,3,2,999,2,3,4,1,2,3,1,0,1,1,0,0,1,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,1,1,1,1,1,0,0,999,2,2,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,10,42,1.826086957,2,0.4,1,0.333333333,9,0.428571429,5,0.416666667,1,0.25,1,0.2,2,0.285714286,1,0.2,1,0.25,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/25/16 11:12,1/25/16 11:21,1,1,27,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,3,4,1,4,1,5,1,2,1,1,4,3,1,3,1,1,1,3,2,1,3,1,1,3,1,2,1,3,2,1,4,1,1,3,999,0,999,1,2,1,3,2,1,2,2,1,4,1,1,4,2,1,4,2,1,3,1,2,1,4,2,1,3,2,1,3,1,1,3,3,1,3,2,1,3,3,1,4,1,3,3,1,0,2,2,2,2,2,3,2,3,2,3,999,2,3,2,3,1,2,2,0,0,1,0,0,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,10,76,3.304347826,1,0.2,1,0.333333333,10,0.476190476,6,0.5,1,0.25,2,0.4,1,0.142857143,3,0.6,0,0,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/25/15 15:44,1/25/15 16:08,1,1,8,999,999,999,999,999,999,999,4,1,2,3,1,2,3,1,3,2,1,2,1,3,1,2,1,1,3,3,1,1,1,2,1,2,3,1,1,3,1,1,1,2,1,3,2,1,1,4,1,2,3,1,3,1,3,1,2,4,1,1,4,1,2,2,1,1,4,1,4,2,1,3,1,3,1,2,4,1,2,2,1,1,3,1,2,2,1,1,3,1,2,2,1,3,4,1,3,2,1,3,4,4,4,3,2,3,2,2,3,2,3,2,999,999,3,1,1,0,1,0,0,1,1,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,0,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,10,46,2,3,0.6,2,0.666666667,8,0.380952381,4,0.333333333,3,0.75,0,0,2,0.285714286,1,0.2,1,0.25,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/20/16 14:48,1/20/16 15:01,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,3,3,1,2,1,1,1,1,4,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,5,1,1,1,4,1,1,3,1,1,3,1,1,999,0,999,1,3,1,1,3,1,1,5,1,1,2,1,1,3,1,1,2,1,1,1,4,1,1,3,1,1,3,1,1,3,1,1,3,1,1,2,1,3,3,1,1,5,4,5,1,1,4,3,4,4,1,4,1,4,2,3,999,2,3,2,3,2,1,2,1,1,1,1,1,1,0,999,1,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,1,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,10,28,1.217391304,2,0.4,1,0.333333333,9,0.428571429,4,0.333333333,1,0.25,3,0.6,3,0.428571429,2,0.4,2,0.5,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/27/15 11:34,1/27/15 12:04,1,1,17,999,999,999,999,999,999,999,3,1,1,5,1,3,3,1,4,4,1,4,1,3,1,4,4,1,4,3,1,1,1,3,1,1,2,1,1,3,1,1,1,2,1,3,4,1,3,3,1,3,2,1,2,1,2,1,3,3,1,1,3,1,1,3,1,1,2,1,1,3,1,1,1,3,1,2,2,1,1,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,4,5,2,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,999,999,3,1,2,0,1,1,1,1,1,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,0,1,0,0,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,2,Taiwan,Taiwan,Canada,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,10,61,2.652173913,2,0.4,1,0.333333333,9,0.428571429,7,0.583333333,3,0.75,2,0.4,1,0.142857143,2,0.4,0,0,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/21/15 14:47,1/21/15 18:05,1,1,21,999,999,999,999,999,999,999,3,1,3,3,1,1,1,1,3,2,1,2,1,3,1,4,2,1,2,4,1,2,1,3,1,2,2,1,3,4,1,2,1,2,1,4,2,1,2,3,1,3,2,1,3,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,3,4,1,3,1,4,1,3,3,1,3,2,1,2,2,1,2,3,1,3,2,1,1,3,1,2,3,3,5,1,1,3,3,3,3,2,3,2,3,2,3,2,2,3,999,999,2,2,2,0,1,1,0,1,0,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,1,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,10,54,2.347826087,2,0.4,1,0.333333333,8,0.380952381,6,0.5,2,0.5,2,0.4,1,0.142857143,2,0.4,1,0.25,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/27/15 14:01,1/27/15 14:33,0,1,13,999,999,999,999,999,999,999,4,1,2,3,1,2,3,1,4,1,1,4,1,3,1,3,1,1,3,1,1,2,1,2,1,4,3,1,4,3,1,2,1,2,1,4,2,1,3,3,1,2,1,1,2,1,3,1,3,4,1,3,3,1,2,1,1,1,4,1,3,3,1,3,1,2,1,2,3,1,2,2,1,1,2,1,1,4,1,2,2,1,4,2,1,4,3,1,4,3,2,2,1,3,2,2,3,2,3,1,4,1,1,4,999,999,1,3,3,0,1,0,0,0,0,0,999,4,999,0,0,0,0,0,0,1,0,0,0,0,0,1,Accounting,0,1,1,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,10,60,2.608695652,3,0.6,1,0.333333333,8,0.380952381,5,0.416666667,3,0.75,1,0.2,1,0.142857143,2,0.4,1,0.25,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/25/15 18:11,1/25/15 18:28,1,1,12,999,999,999,999,999,999,999,4,1,2,3,1,1,3,1,4,2,1,3,1,3,1,2,4,1,2,2,1,1,1,2,1,3,3,1,3,2,1,2,1,2,1,3,3,1,3,4,1,2,1,1,2,1,1,1,3,4,1,2,1,1,2,1,1,2,2,1,2,4,1,2,1,1,1,2,4,1,2,2,1,2,5,1,2,4,1,2,1,1,3,1,1,1,5,1,4,0,2,4,2,3,3,2,3,2,3,2,3,2,2,3,999,999,3,3,3,0,1,1,1,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,10,50,2.173913043,2,0.4,3,1,9,0.428571429,5,0.416666667,2,0.5,1,0.2,3,0.428571429,2,0.4,0,0,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/28/16 15:27,1/28/16 15:35,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,4,3,1,3,4,1,4,1,4,1,4,1,1,1,1,1,2,1,1,1,3,3,1,1,5,1,2,1,2,1,4,2,1,2,2,1,1,999,0,999,1,1,1,4,4,1,3,2,1,4,1,1,2,1,1,3,2,1,3,1,2,1,2,2,1,4,3,1,2,3,1,1,1,1,4,3,1,2,2,1,1,4,2,5,3,0,4,4,1,2,1,4,1,4,1,4,999,4,1,1,4,1,1,0,0,1,0,0,0,0,0,999,3,999,0,0,0,0,0,0,0,0,0,0,1,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,10,62,2.695652174,1,0.2,1,0.333333333,10,0.476190476,5,0.416666667,2,0.5,1,0.2,0,0,4,0.8,0,0,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/25/16 23:05,1/25/16 23:30,1,1,25,999,999,999,999,999,999,999,999,0,999,3,1,2,3,1,4,3,1,4,1,3,1,3,3,1,2,2,1,2,1,1,1,1,2,1,2,5,1,2,1,2,1,4,1,1,3,1,1,2,999,0,999,1,1,1,4,4,1,4,2,1,2,2,1,2,2,1,4,2,1,4,1,4,1,3,1,1,3,1,1,3,3,1,1,5,1,2,3,1,3,2,1,3,3,3,3,1,1,3,1,3,3,2,3,2,3,2,3,999,2,3,2,3,3,1,2,1,1,1,0,0,1,0,999,1,999,0,0,0,0,0,0,0,0,0,0,1,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,1,999,0,1,999,999,999,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,10,66,2.869565217,2,0.4,1,0.333333333,9,0.428571429,5,0.416666667,3,0.75,2,0.4,3,0.428571429,2,0.4,2,0.5,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/26/16 14:04,1/26/16 14:19,1,1,48,999,999,999,999,999,999,999,999,0,999,2,1,1,1,1,3,4,1,3,1,3,1,3,1,1,2,3,1,2,1,4,1,1,3,1,1,4,1,1,1,2,1,4,3,1,4,3,1,1,999,0,999,1,1,1,2,2,1,2,3,1,1,2,1,1,3,1,1,2,1,2,1,1,1,2,3,1,2,3,1,1,3,1,1,2,1,1,2,1,4,2,1,3,3,1,4,1,0,4,2,3,3,3,2,3,2,1,4,999,3,2,2,3,4,2,2,0,1,0,0,0,0,0,999,2,999,1,1,0,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,1,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,10,47,2.043478261,1,0.2,2,0.666666667,9,0.428571429,5,0.416666667,2,0.5,3,0.6,1,0.142857143,1,0.2,0,0,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/21/16 18:39,1/21/16 18:45,1,1,16,999,999,999,999,999,999,999,999,0,999,3,1,1,2,1,1,3,1,2,1,3,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,4,1,1,1,2,1,2,3,1,1,3,1,1,999,0,999,1,2,1,1,4,1,1,4,1,1,2,1,2,3,1,1,1,1,1,1,2,1,1,4,1,1,3,1,1,3,1,2,3,1,1,2,1,3,2,1,2,4,1,5,0,0,4,2,3,3,4,1,1,4,2,3,999,2,3,2,3,2,1,2,0,1,0,0,0,0,0,999,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,1,0,1,0,1,0,999,0,0,999,0,999,0,999,1,1,999,999,999,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,10,30,1.304347826,1,0.2,2,0.666666667,9,0.428571429,6,0.5,2,0.5,2,0.4,1,0.142857143,2,0.4,0,0,5,1,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,1/31/16 21:01,1/31/16 21:24,1,15,999,999,999,999,999,2,999,999,999,0,999,3,1,4,3,1,2,2,1,1,1,3,1,3,2,1,3,3,1,3,1,4,1,3,2,1,3,3,1,3,1,2,1,3,3,1,2,2,1,3,999,0,999,1,2,1,3,2,1,3,3,1,3,3,1,3,2,1,3,3,1,2,1,2,1,1,5,1,3,2,1,3,3,1,2,3,1,3,2,1,3,2,1,3,3,3,5,1,0,4,3,2,3,3,2,2,3,1,4,999,2,3,2,3,1,3,3,1,0,1,0,1,0,0,999,1,999,0,0,0,0,0,1,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,10,62,2.695652174,2,0.4,2,0.666666667,8,0.380952381,6,0.5,3,0.75,2,0.4,2,0.285714286,1,0.2,0,0,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/25/15 17:34,1/25/15 17:44,1,1,12,999,999,999,999,999,999,999,3,1,3,4,1,1,2,1,2,1,1,3,1,5,1,3,3,1,3,4,1,1,1,2,1,3,3,1,2,2,1,1,1,2,1,4,3,1,2,2,1,1,2,1,3,1,2,1,3,4,1,2,2,1,2,2,1,1,2,1,4,2,1,4,1,3,1,1,3,1,3,2,1,1,1,1,3,3,1,2,2,1,1,3,1,3,3,1,3,1,0,3,2,3,3,3,2,2,3,1,4,1,2,3,999,999,2,1,2,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,0,1,Global Studies,1,1,0,0,1,0,0,0,999,2,2,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,10,51,2.217391304,1,0.2,2,0.666666667,10,0.476190476,5,0.416666667,1,0.25,2,0.4,2,0.285714286,1,0.2,0,0,2,0.4,1,1
#REF!,#REF!,999,PRE,Spring,2016,3,1,0,2/8/16 20:30,2/8/16 21:05,1,1,16,999,999,999,999,999,999,999,999,0,999,4,1,4,3,1,2,4,1,4,1,3,1,4,2,1,3,3,1,1,1,3,1,1,2,1,2,3,1,1,1,2,1,4,2,1,1,1,1,1,999,0,999,1,1,1,3,4,1,3,3,1,2,3,1,2,2,1,1,2,1,4,1,2,1,3,4,1,1,2,1,1,4,1,1,4,1,3,2,1,4,2,1,4,3,4,5,2,2,2,3,3,3,2,3,2,3,2,3,999,1,4,3,2,2,2,2,0,1,1,0,1,1,0,999,1,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,0,1,0,1,0,0,999,2,1,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,10,57,2.47826087,2,0.4,1,0.333333333,8,0.380952381,5,0.416666667,3,0.75,2,0.4,1,0.142857143,1,0.2,0,0,1,0.2,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,2/3/15 7:37,2/3/15 7:53,1,1,14,999,999,999,999,999,999,999,4,1,2,2,1,2,1,1,3,2,1,3,1,3,1,3,2,1,3,3,1,1,1,3,1,3,3,1,2,2,1,2,1,3,1,3,2,1,2,2,1,2,1,1,2,1,3,1,2,2,1,3,2,1,3,2,1,2,2,1,1,4,1,3,1,3,1,2,1,1,3,2,1,3,4,1,2,3,1,4,3,1,3,2,1,2,3,3,5,999,1,2,2,3,3,3,2,3,2,2,3,2,2,3,999,999,5,0,2,0,0,1,0,0,0,0,999,4,999,0,0,0,0,0,0,0,0,0,0,1,0,0,999,1,0,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,10,57,2.47826087,2,0.4,0,0,7,0.333333333,5,0.416666667,2,0.5,1,0.2,3,0.428571429,2,0.4,2,0.5,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/30/15 20:25,1/30/15 20:34,1,1,19,999,999,999,999,999,999,999,4,1,3,3,1,1,2,1,2,2,1,2,1,3,1,2,2,1,1,3,1,2,1,1,1,2,3,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,3,1,3,1,2,1,2,1,1,2,3,1,2,3,1,2,2,1,2,2,1,2,1,4,1,2,5,1,2,2,1,2,2,1,2,1,1,2,3,1,2,2,1,2,4,1,5,0,0,3,2,4,3,3,2,2,3,2,3,2,2,3,999,999,3,2,3,1,1,1,0,1,1,1,Pertains to my major,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,10,44,1.913043478,2,0.4,1,0.333333333,7,0.333333333,3,0.25,2,0.5,1,0.2,3,0.428571429,1,0.2,2,0.5,3,0.6,1,1
#REF!,#REF!,999,PRE,Spring,2015,1,1,0,1/30/15 15:13,1/30/15 15:29,1,1,13,999,999,999,999,999,999,999,4,1,2,3,1,2,1,1,1,4,1,3,1,3,1,3,1,1,3,2,1,1,1,3,1,1,3,1,1,4,1,1,1,2,1,4,2,1,1,2,1,1,3,1,4,1,1,1,3,4,1,1,1,1,1,2,1,1,2,1,4,2,1,4,1,2,1,4,4,1,3,2,1,1,2,1,1,3,1,1,3,1,1,2,1,2,2,3,3,1,1,3,1,3,2,2,3,2,3,1,4,1,1,4,999,999,3,0,2,0,1,1,0,1,1,0,999,2,999,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,10,47,2.043478261,1,0.2,1,0.333333333,9,0.428571429,5,0.416666667,2,0.5,1,0.2,1,0.142857143,1,0.2,0,0,5,1,1,1
