Index,Identifier,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_TIME,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,PRE_Compete_total_percent,PRE_CF_Total,PRE_CF_Mean,PRE_AGE_NEW,PRE_DIFF_REV,PRE_ATT_1_REV,PRE_ATT_2_REV,PRE_ATT_3_REV,PRE_ATT_4_REV,FAC1_1,FAC2_1,FAC3_1,ZPR_1,ZRE_1,STEM_MAJOR,WHYCS_COMP,MAJOR_COMP,WHYMAJ_COMP,RACE_COMP,DIS_COMP
2486,STUDENT 2486,1,1,0,2/2/15 21:24,2/2/15 21:46,22,1,14,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,3,1,3,3,1,4,1,2,1,4,3,1,4,3,1,3,1,2,1,4,3,1,4,1,1,4,1,1,1,1,1,1,4,4,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,3,3,1,4,2,1,4,1,4,3,2,2,2,2,1,2,1,4,1,4,1,4,1,2,3,999,999,3,2,2,0,0,1,0,0,0,0,999,4,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,18,1,97,3.88,2,5,3,3,4,3,1.660011929,-0.000389389,-0.830582908,1.103384555,-0.024580943,0,1,1,1,1,0
2487,STUDENT 2487,3,1,0,1/24/16 11:29,1/24/16 12:08,39,1,14,999,999,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,2,1,3,1,3,1,1,2,3,1,2,1,2,1,3,3,1,4,3,1,3,1,2,1,4,3,1,2,2,1,2,999,0,999,1,1,1,2,3,1,3,2,1,3,1,1,3,2,1,3,2,1,2,1,3,1,3,1,1,3,3,1,3,4,1,3,3,1,2,2,1,2,2,1,3,3,3,4,1,3,3,2,3,2,2,3,2,3,1,4,999,2,3,3,2,5,1,3,0,0,1,0,1,1,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,1,ADD,0,1,999,999,999,4,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,18,1,68,2.72,2,3,2,3,2,3,-0.278594936,0.012521743,0.619587413,0.063599563,1.019193305,0,3,1,3,1,1
2488,STUDENT 2488,1,1,0,1/20/15 19:34,1/20/15 20:00,26,1,17,999,999,999,999,999,999,4,1,2,3,1,2,3,1,3,1,1,4,1,3,1,3,4,1,2,2,1,1,1,2,1,3,3,1,3,4,1,3,1,2,1,3,3,1,3,1,1,2,1,1,2,1,3,1,2,1,1,2,2,1,1,2,1,1,2,1,3,2,1,3,1,1,1,3,2,1,4,3,1,3,4,1,4,3,1,1,2,1,999,2,1,4,3,3,2,1,1,2,2,3,2,2,3,2,3,2,3,2,2,3,999,999,5,0,3,0,0,1,0,0,0,0,999,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,18,1,999,2.625,2,3,3,3,2,3,-0.064080741,-0.489215789,-0.922598609,0.36295651,0.71868784,1,1,1,1,1,0
2489,STUDENT 2489,1,1,0,1/16/15 14:01,1/16/15 14:29,28,1,17,999,999,999,999,999,999,4,1,2,3,1,2,3,1,3,4,1,3,1,3,1,3,2,1,2,4,1,2,1,2,1,2,3,1,3,3,1,1,1,2,1,3,3,1,3,4,1,3,1,1,2,1,3,1,1,2,1,1,4,1,1,1,1,1,2,1,3,2,1,3,1,3,1,1,3,1,1,2,1,1,4,1,2,5,1,3,2,1,3,2,1,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,2,2,3,999,999,5,0,3,0,0,1,0,0,1,0,999,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,18,1,54,2.16,2,3,3,3,2,2,-0.421335191,0.408870246,0.502515421,-0.007443285,1.090508716,1,2,1,3,1,0
2490,STUDENT 2490,1,1,0,1/15/15 19:48,1/15/15 20:18,30,1,17,999,999,999,999,999,999,4,1,2,4,1,1,3,1,3,4,1,4,1,3,1,3,2,1,2,3,1,1,1,2,1,4,3,1,4,4,1,2,1,2,1,4,4,1,1,1,1,2,3,1,3,1,1,1,4,4,1,4,2,1,1,2,1,1,2,1,4,2,1,3,1,4,1,4,1,1,3,3,1,3,4,1,3,3,1,3,2,1,4,2,1,3,2,4,4,3,2,2,1,2,2,1,4,1,4,1,4,1,2,3,999,999,3,2,2,0,0,1,0,0,0,0,999,4,999,0,0,1,0,0,0,0,1,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,18,1,71,2.84,2,4,3,4,3,3,1.041670448,0.683674075,0.451955748,0.915472442,0.164052117,0,1,2,3,1,0
2491,STUDENT 2491,3,1,0,2/10/16 12:14,2/10/16 12:37,23,1,32,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,4,1,1,4,1,3,1,2,1,4,3,1,4,2,1,3,1,2,1,4,3,1,4,3,1,2,999,0,999,1,3,1,4,2,1,3,2,1,4,1,1,4,3,1,1,2,1,4,1,4,1,4,1,1,4,4,1,4,4,1,4,1,1,4,2,1,4,2,1,4,1,2,1,3,1,2,2,2,3,1,4,1,4,1,4,999,2,3,2,3,3,3,3,0,0,1,1,1,1,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,18,1,89,3.56,2,5,3,3,3,2,1.546573171,-0.410391476,-0.382736036,1.7258664,-0.649451011,0,4,1,2,1,0
2492,STUDENT 2492,1,1,0,1/19/15 17:28,1/19/15 17:54,26,1,39,999,999,999,999,999,999,4,1,2,3,1,3,3,1,4,2,1,1,1,3,1,3,1,1,3,4,1,3,1,2,1,4,3,1,3,4,1,3,1,2,1,4,4,1,2,2,1,2,1,1,2,1,3,1,4,5,1,2,2,1,3,1,1,4,2,1,3,2,1,4,1,4,1,3,4,1,3,4,1,3,4,1,3,3,1,4,2,1,3,2,1,4,2,2,3,1,1,1,1,3,2,1,4,2,3,1,4,1,3,2,999,999,4,3,3,0,0,1,0,0,0,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,0,0,0,999,1,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,18,1,78,3.12,2,4,4,4,2,3,0.787442008,-0.868507176,-1.002097103,1.142810153,-0.064157801,0,1,1,1,1,0
2493,STUDENT 2493,1,1,0,1/19/15 16:19,1/19/15 16:29,10,1,39,999,999,999,999,999,999,4,1,2,3,1,3,3,1,3,2,1,2,1,3,1,3,3,1,1,2,1,2,1,2,1,3,3,1,3,4,1,1,1,2,1,3,2,1,2,1,1,3,1,1,2,1,1,1,3,2,1,2,2,1,3,1,1,3,2,1,3,2,1,3,1,4,1,3,1,1,3,3,1,3,4,1,3,3,1,1,2,1,3,2,1,3,3,4,3,3,2,2,2,2,2,1,4,1,4,1,4,1,2,3,999,999,3,2,3,0,0,1,1,1,0,0,999,4,999,0,0,0,0,0,0,0,0,1,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,1,65,2.6,2,3,3,3,3,3,0.928234732,0.416098954,-0.419366561,0.489895444,0.59126189,0,3,1,2,1,0
2494,STUDENT 2494,1,1,0,1/19/15 13:08,1/19/15 13:51,43,1,39,999,999,999,999,999,999,4,1,1,3,1,4,2,1,3,1,1,4,1,3,1,4,2,1,4,4,1,3,1,2,1,4,3,1,4,3,1,3,1,2,1,4,1,1,4,1,1,2,1,1,1,1,3,1,4,3,1,3,2,1,4,1,1,4,1,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,3,3,2,1,4,1,3,3,2,3,1,4,2,3,2,1,4,999,999,5,2,3,0,1,1,0,0,0,0,999,4,999,0,1,0,1,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,1,I feel it is important to our country's future that education be furthered.,2,1,1,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,18,1,94,3.76,2,4,1,4,2,2,0.694285167,-0.03251612,-0.841349034,0.546516288,0.534423814,0,2,2,2,2,0
2495,STUDENT 2495,1,1,0,1/20/15 17:32,1/20/15 18:02,30,1,39,999,999,999,999,999,999,4,1,2,3,1,3,1,1,2,4,1,4,1,3,1,3,3,1,2,3,1,1,1,2,1,4,3,1,3,5,1,2,1,2,1,4,3,1,2,3,1,1,1,1,2,1,3,1,4,3,1,2,2,1,3,1,1,3,2,1,4,2,1,3,1,4,1,1,2,1,1,3,1,4,4,1,4,3,1,4,2,1,3,2,1,4,3,1,2,1,1,4,3,3,2,2,3,2,3,2,3,2,2,3,999,999,4,2,3,0,0,0,0,0,0,1,I needed 3 more units this semester,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,18,1,71,2.84,2,3,1,2,2,3,-0.08499559,-1.506835218,1.313754828,0.054948608,1.027877449,0,1,1,4,1,0
2496,STUDENT 2496,3,1,0,1/25/16 12:01,1/25/16 12:30,29,15,999,999,999,999,2,999,999,999,0,999,3,1,3,3,1,3,4,1,3,1,3,1,3,2,1,1,3,1,1,1,2,1,3,3,1,3,3,1,1,1,2,1,3,3,1,3,4,1,3,999,0,999,1,1,1,3,2,1,3,2,1,2,2,1,3,3,1,3,2,1,3,1,3,1,3,4,1,3,3,1,3,4,1,3,3,1,3,2,1,3,2,1,3,2,3,3,3,2,1,1,3,2,2,3,2,3,1,4,999,1,4,3,2,3,1,3,0,1,1,0,0,0,0,999,4,999,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,17,1,68,2.72,2,4,4,4,2,3,-0.101384333,1.434186739,-0.330072385,1.18798007,-0.374790108,0,2,1,2,1,0
2497,STUDENT 2497,2,1,0,9/22/15 17:17,9/23/15 17:49,1472,3,999,999,18,999,999,999,999,999,0,999,3,1,3,3,1,3,4,1,3,1,4,1,4,2,1,3,5,1,3,1,2,1,4,3,1,4,2,1,3,1,2,1,4,4,1,2,4,1,4,999,0,999,1,3,1,3,2,1,3,2,1,4,1,1,4,1,1,3,2,1,999,1,3,1,3,4,1,4,3,1,4,4,1,4,3,1,3,2,1,3,2,1,4,2,4,4,1,2,2,1,2,3,2,3,3,2,1,4,999,1,4,1,4,2,2,3,0,0,1,0,0,0,0,999,4,999,1,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,17,1,999,3.416666667,2,4,3,4,3,2,-0.271878071,0.771662775,0.608522098,-0.019544244,0.837367012,1,1,2,3,1,1
2498,STUDENT 2498,1,1,0,1/22/15 20:29,1/22/15 21:24,55,1,6,999,999,999,999,999,999,4,1,1,2,1,1,3,1,3,4,1,4,1,3,1,4,4,1,3,2,1,3,1,3,1,4,3,1,4,3,1,3,1,2,1,4,3,1,4,2,1,1,1,1,1,1,3,1,2,4,1,3,2,1,4,1,1,4,3,1,3,2,1,4,1,4,1,4,1,1,4,3,1,3,4,1,4,3,1,4,2,1,4,2,1,4,3,3,4,2,1,3,1,3,3,2,3,2,3,1,4,2,2,3,999,999,1,3,3,1,0,0,0,0,1,0,999,4,999,0,0,0,0,0,0,0,0,0,0,0,0,1,Vet science,1,1,0,0,0,0,0,0,999,2,1,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,17,1,85,3.4,2,3,2,4,2,2,-0.124398372,0.136124832,0.055059781,0.502984762,0.312833264,0,2,1,2,1,0
2499,STUDENT 2499,1,1,0,1/21/15 15:53,1/21/15 16:24,31,1,9,999,999,999,999,999,999,1,1,1,3,1,3,3,1,4,4,1,4,1,3,1,4,1,1,4,3,1,4,1,2,1,4,3,1,4,4,1,4,1,2,1,4,3,1,4,1,1,4,1,1,2,1,1,1,3,1,1,4,4,1,4,4,1,4,2,1,4,2,1,4,1,1,1,3,3,1,3,3,1,4,4,1,4,3,1,3,2,1,3,2,1,4,3,2,3,1,2,2,2,3,3,2,3,2,3,1,4,1,2,3,999,999,2,3,3,0,1,1,0,0,0,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,5,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,17,1,94,3.76,2,3,3,3,2,2,0.041984386,-0.381912201,0.684615632,0.808876416,0.005768021,0,2,1,3,1,1
2500,STUDENT 2500,1,1,0,1/28/15 23:16,1/28/15 23:41,25,1,11,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,4,4,1,4,1,4,1,4,3,1,4,3,1,1,1,1,1,4,3,1,4,4,1,4,1,1,1,1,1,1,4,4,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,3,1,1,2,1,1,3,1,4,4,1,4,1,1,4,2,1,4,2,1,4,2,5,4,3,2,4,3,2,2,1,4,1,4,1,4,1,1,4,999,999,4,3,3,0,0,1,1,0,0,0,999,4,999,0,0,1,0,0,0,0,1,0,0,0,0,0,999,1,0,1,0,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,Korea,Korea,US,2,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,17,1,91,3.64,2,4,1,2,3,3,1.192766115,0.413825424,-0.409241846,-0.113203625,0.931385728,0,2,2,2,1,1
2501,STUDENT 2501,3,1,0,1/25/16 16:24,1/25/16 16:50,26,1,14,999,999,999,999,999,999,999,0,999,3,1,2,2,1,2,2,1,3,1,3,1,4,2,1,3,3,1,4,1,2,1,4,3,1,4,2,1,3,1,2,1,4,3,1,4,4,1,2,999,0,999,1,1,1,3,1,1,3,2,1,4,2,1,2,2,1,4,2,1,4,1,3,1,2,3,1,2,3,1,4,4,1,4,3,1,4,2,1,4,2,1,1,3,1,5,2,1,2,3,3,2,2,3,2,3,999,999,999,2,3,2,3,5,1,3,0,0,1,0,1,1,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,17,1,80,3.2,2,3,3,2,2,3,0.028578827,-0.694887911,-0.889979167,0.081166339,0.736270041,0,3,1,1,1,0
2502,STUDENT 2502,3,1,0,1/20/16 15:01,1/20/16 15:40,39,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,3,1,1,4,3,1,2,1,2,1,4,3,1,4,3,1,3,1,2,1,4,3,1,3,2,1,1,999,0,999,1,1,1,3,4,1,2,2,1,4,1,1,4,2,1,4,2,1,4,1,2,1,3,1,1,4,4,1,4,4,1,4,3,1,4,2,1,4,2,1,4,3,2,4,1,0,2,1,3,1,2,3,2,3,1,4,999,3,2,2,3,4,2,3,0,0,0,0,0,0,1,Fulfill nursing requirement,4,999,0,0,0,0,1,0,0,0,0,0,0,0,0,999,1,1,1,1,0,1,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,1,Anxiety,0,999,0,1,999,999,999,5,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,17,1,88,3.52,2,3,3,4,2,4,0.053737521,-1.057534,1.365820213,1.146068875,-0.332718115,1,1,1,5,1,1
2503,STUDENT 2503,3,1,0,1/20/16 19:41,1/20/16 20:17,36,1,16,999,999,999,999,999,999,999,0,999,3,1,2,3,1,4,2,1,2,1,3,1,4,2,1,2,3,1,2,1,2,1,3,3,1,3,4,1,2,1,2,1,3,3,1,2,4,1,3,999,0,999,1,1,1,1,5,1,1,2,1,4,1,1,3,2,1,3,2,1,4,1,3,1,3,3,1,1,3,1,3,4,1,2,3,1,1,1,1,2,1,1,4,4,3,5,2,0,4,1,4,4,3,2,2,3,1,4,999,2,3,3,2,5,0,2,0,1,0,0,0,0,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,1,1,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,17,1,64,2.56,2,2,1,4,1,1,-1.069926116,-0.139844593,0.024094349,-0.918360203,1.739631382,0,1,1,3,1,0
2504,STUDENT 2504,1,1,0,1/26/15 14:58,1/26/15 15:59,61,1,17,999,999,999,999,999,999,4,1,1,4,1,3,3,1,4,2,1,3,1,3,1,4,1,1,3,3,1,3,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,1,1,4,3,1,1,1,1,1,4,4,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,4,1,4,1,1,4,3,1,4,4,1,4,1,1,4,2,1,4,2,1,4,3,3,2,2,1,2,1,3,2,2,3,2,3,2,3,2,2,3,999,999,3,3,3,1,0,1,0,0,0,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,0,0,0,999,1,0,999,0,999,0,999,1,1,999,999,999,4,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,17,1,95,3.8,2,3,3,4,2,3,0.037112217,0.276728797,-0.823773775,0.241267671,0.575554462,0,2,1,1,1,1
2505,STUDENT 2505,1,1,0,1/15/15 20:30,1/15/15 21:11,41,1,17,999,999,999,999,999,999,4,1,2,3,1,3,3,1,3,4,1,3,1,3,1,2,2,1,1,3,1,2,1,2,1,2,3,1,3,2,1,1,1,2,1,4,1,1,1,4,1,3,2,1,2,1,1,1,3,4,1,3,3,1,1,1,1,1,2,1,2,2,1,3,1,4,1,3,1,1,3,3,1,3,4,1,3,2,1,1,1,1,2,2,1,2,3,3,2,3,2,2,2,3,3,2,3,2,3,2,3,2,2,3,999,999,4,2,3,1,0,1,0,0,0,0,999,4,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,17,1,58,2.32,2,3,3,3,2,2,-0.479459308,0.81975918,1.20082438,0.284421201,0.532235369,0,2,1,4,1,0
2506,STUDENT 2506,1,1,0,1/26/15 6:25,1/26/15 7:04,39,1,17,999,999,999,999,999,999,4,1,2,2,1,3,3,1,4,4,1,4,1,2,1,3,4,1,3,4,1,3,1,2,1,4,3,1,4,2,1,3,1,2,1,3,3,1,3,2,1,3,4,1,2,1,3,1,3,1,1,3,2,1,3,1,1,3,4,1,3,2,1,3,1,3,1,3,4,1,3,3,1,3,4,1,3,3,1,3,2,1,3,2,1,3,3,3,5,1,1,4,3,1,3,1,4,1,4,2,3,2,3,2,999,999,4,1,3,0,0,1,0,0,0,1,My minor is the subject of the course.,4,999,0,1,0,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,17,1,79,3.16,2,3,1,2,4,2,1.307688431,-1.926205289,1.160617402,1.644984653,-0.833548041,0,2,1,4,1,0
2507,STUDENT 2507,1,1,0,1/20/15 21:17,1/20/15 21:35,18,1,17,999,999,999,999,999,999,4,1,2,3,1,4,3,1,4,4,1,4,1,3,1,4,2,1,3,3,1,2,1,2,1,4,3,1,4,4,1,3,1,2,1,4,3,1,4,2,1,2,1,1,1,1,1,1,4,4,1,3,3,1,3,2,1,2,2,1,4,2,1,3,1,1,1,3,1,1,3,3,1,4,4,1,4,4,1,2,2,1,4,2,1,4,2,4,4,2,2,2,1,2,2,1,4,1,4,1,4,1,1,4,999,999,4,3,1,0,1,1,0,1,1,0,999,4,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,17,1,85,3.4,2,4,3,4,3,3,1.241130987,0.527789372,1.071603563,1.161188921,-0.347896172,0,4,1,4,1,0
